Source IP,Source MAC,Destination IP,Destination MAC,Protocol,DNS Name
192.168.137.81,ae:bc:da:7a:65:cb,192.168.137.1,36:2e:b7:14:cb:98,udp,DESKTOP-NUKDV46.mshome.net
